pixel_index,raman_shift_cm-1,intensity
401,914.365,98.0
402,916.992,97.6
403,919.618,98.4
404,922.244,98.0
405,924.868,97.4
406,927.491,98.4
407,930.113,98.0
408,932.735,99.0
409,935.355,98.4
410,937.974,98.2
411,940.592,98.6
412,943.210,98.0
413,945.826,97.4
414,948.441,98.6
415,951.056,98.0
416,953.669,97.4
417,956.281,98.4
418,958.893,97.8
419,961.503,97.0
420,964.112,98.2
421,966.721,98.8
422,969.328,98.0
423,971.935,98.4
424,974.540,97.6
425,977.144,97.4
426,979.748,98.2
427,982.350,98.2
428,984.952,97.6
429,987.552,97.6
430,990.152,97.2
431,992.750,98.4
432,995.348,97.8
433,997.944,98.2
434,1000.540,97.0
435,1003.134,98.6
436,1005.728,98.6
437,1008.321,98.2
438,1010.912,97.8
439,1013.503,97.6
440,1016.092,97.4
441,1018.681,97.8
442,1021.269,98.0
443,1023.856,97.2
444,1026.441,98.0
445,1029.026,97.4
446,1031.610,97.8
447,1034.193,98.6
448,1036.775,97.0
449,1039.355,98.0
450,1041.935,97.6
451,1044.514,98.2
452,1047.092,97.8
453,1049.669,98.0
454,1052.245,99.0
455,1054.820,97.8
456,1057.394,97.8
457,1059.967,98.2
458,1062.539,97.8
459,1065.110,98.0
460,1067.681,97.6
461,1070.250,97.2
462,1072.818,97.2
463,1075.385,97.8
464,1077.951,97.6
465,1080.517,98.6
466,1083.081,99.2
467,1085.644,98.4
468,1088.207,98.6
469,1090.768,98.4
470,1093.329,98.6
471,1095.888,98.0
472,1098.447,97.2
473,1101.004,97.6
474,1103.561,98.2
475,1106.116,98.0
476,1108.671,97.6
477,1111.225,97.4
478,1113.777,97.2
479,1116.329,97.8
480,1118.880,98.6
481,1121.430,97.4
482,1123.979,97.2
483,1126.527,98.0
484,1129.074,97.8
485,1131.620,98.6
486,1134.165,97.6
487,1136.709,98.0
488,1139.252,98.4
489,1141.794,98.8
490,1144.335,99.4
491,1146.875,98.2
492,1149.415,97.8
493,1151.953,98.2
494,1154.490,98.0
495,1157.027,98.4
496,1159.562,98.4
497,1162.097,99.0
498,1164.630,98.2
499,1167.163,98.6
500,1169.695,98.6
501,1172.225,97.8
502,1174.755,98.0
503,1177.284,98.4
504,1179.812,98.0
505,1182.338,98.6
506,1184.864,97.8
507,1187.389,99.0
508,1189.913,99.4
509,1192.436,98.4
510,1194.959,98.6
511,1197.480,98.6
512,1200.000,98.2
513,1202.519,98.0
514,1205.038,99.0
515,1207.555,97.6
516,1210.071,97.8
517,1212.587,97.6
518,1215.101,98.8
519,1217.615,98.2
520,1220.128,98.4
521,1222.639,99.6
522,1225.150,98.8
523,1227.660,98.0
524,1230.169,98.2
525,1232.677,98.4
526,1235.184,98.4
527,1237.690,99.0
528,1240.195,98.4
529,1242.699,98.4
530,1245.202,98.0
531,1247.704,99.2
532,1250.206,97.8
533,1252.706,97.8
534,1255.206,98.4
535,1257.704,98.0
536,1260.202,98.8
537,1262.698,98.6
538,1265.194,98.8
539,1267.689,99.2
540,1270.183,98.6
541,1272.676,98.8
542,1275.168,99.4
543,1277.659,97.6
544,1280.149,98.0
545,1282.638,99.0
546,1285.126,99.6
547,1287.613,98.6
548,1290.100,98.8
549,1292.585,98.4
550,1295.070,98.4
551,1297.553,99.2
552,1300.036,98.8
553,1302.517,98.6
554,1304.998,99.0
555,1307.478,98.6
556,1309.957,99.0
557,1312.435,98.2
558,1314.912,98.4
559,1317.388,99.2
560,1319.863,99.0
561,1322.337,99.8
562,1324.811,99.8
563,1327.283,99.6
564,1329.755,98.6
565,1332.225,98.6
566,1334.695,99.2
567,1337.163,98.6
568,1339.631,98.6
569,1342.098,99.4
570,1344.564,99.4
571,1347.029,99.2
572,1349.493,99.0
573,1351.956,99.0
574,1354.418,100.0
575,1356.880,98.4
576,1359.340,99.4
577,1361.800,98.2
578,1364.258,99.4
579,1366.716,99.0
580,1369.172,99.0
581,1371.628,99.0
582,1374.083,99.0
583,1376.537,98.2
584,1378.990,98.6
585,1381.442,98.6
586,1383.893,98.2
587,1386.344,98.8
588,1388.793,98.2
589,1391.241,98.2
590,1393.689,98.6
591,1396.135,98.4
592,1398.581,98.0
593,1401.026,98.0
594,1403.470,98.4
595,1405.913,98.0
596,1408.355,98.8
597,1410.796,98.8
598,1413.236,98.8
599,1415.675,100.0
600,1418.114,97.8
601,1420.551,98.2
602,1422.988,98.2
603,1425.423,98.4
604,1427.858,98.2
605,1430.292,98.4
606,1432.725,98.2
607,1435.157,98.8
608,1437.588,99.0
609,1440.018,99.0
610,1442.447,98.8
611,1444.876,98.0
612,1447.303,99.0
613,1449.730,98.2
614,1452.156,98.6
615,1454.580,98.8
616,1457.004,99.6
617,1459.427,98.2
618,1461.849,99.2
619,1464.270,98.8
620,1466.690,98.2
621,1469.110,98.8
622,1471.528,98.0
623,1473.946,98.0
624,1476.362,97.8
625,1478.778,97.8
626,1481.193,98.2
627,1483.607,98.4
628,1486.020,98.8
629,1488.432,97.8
630,1490.843,98.4
631,1493.253,97.6
632,1495.663,98.6
633,1498.071,98.0
634,1500.479,98.2
635,1502.886,97.6
636,1505.292,99.2
637,1507.697,97.4
638,1510.101,98.6
639,1512.504,98.6
640,1514.906,98.4
641,1517.307,98.8
642,1519.708,97.6
643,1522.107,98.6
644,1524.506,98.8
645,1526.904,97.6
646,1529.301,98.4
647,1531.697,99.2
648,1534.092,98.8
649,1536.486,98.2
650,1538.879,99.0
651,1541.272,98.4
652,1543.663,97.4
653,1546.054,97.8
654,1548.444,97.6
655,1550.832,97.0
656,1553.220,98.8
657,1555.607,97.6
658,1557.994,98.4
659,1560.379,97.8
660,1562.763,98.2
661,1565.147,97.0
662,1567.529,99.4
663,1569.911,98.8
664,1572.292,98.0
665,1574.672,98.8
666,1577.051,98.2
667,1579.429,97.6
668,1581.807,98.8
669,1584.183,98.0
670,1586.559,97.8
671,1588.933,98.0
672,1591.307,99.0
673,1593.680,98.4
674,1596.052,98.8
675,1598.423,98.4
676,1600.794,98.4
677,1603.163,98.6
678,1605.531,98.0
679,1607.899,98.6
680,1610.266,98.6
681,1612.632,98.6
682,1614.997,98.0
683,1617.361,98.6
684,1619.724,98.2
685,1622.086,97.8
686,1624.448,98.8
687,1626.808,98.0
688,1629.168,98.6
689,1631.527,99.0
690,1633.885,98.8
691,1636.242,97.8
692,1638.598,98.4
693,1640.954,98.4
694,1643.308,98.8
695,1645.662,97.4
696,1648.014,98.2
697,1650.366,97.6
698,1652.717,97.8
699,1655.067,98.6
700,1657.417,97.6
701,1659.765,98.0
702,1662.112,98.8
703,1664.459,98.4
704,1666.805,98.2
705,1669.150,97.8
706,1671.494,98.6
707,1673.837,98.4
708,1676.179,98.2
709,1678.520,98.2
710,1680.861,98.2
711,1683.201,97.2
712,1685.539,99.0
713,1687.877,98.2
714,1690.214,98.4
715,1692.551,98.2
716,1694.886,97.6
717,1697.220,98.0
718,1699.554,98.2
719,1701.887,98.8
720,1704.219,98.8
721,1706.550,98.6
722,1708.880,97.4
723,1711.209,98.8
724,1713.537,98.6
725,1715.865,98.8
726,1718.192,97.4
727,1720.518,98.8
728,1722.843,98.4
729,1725.167,98.4
730,1727.490,98.8
731,1729.812,98.6
732,1732.134,98.6
733,1734.455,98.4
734,1736.774,98.2
735,1739.093,97.2
736,1741.411,98.4
737,1743.729,97.8
738,1746.045,98.2
739,1748.361,98.4
740,1750.675,98.2
741,1752.989,98.0
742,1755.302,98.8
743,1757.614,98.4
744,1759.925,97.8
745,1762.236,98.0
746,1764.545,98.2
747,1766.854,99.0
748,1769.162,98.8
749,1771.469,98.2
750,1773.775,98.6
751,1776.080,98.6
752,1778.385,97.8
753,1780.688,98.2
754,1782.991,98.2
755,1785.293,99.0
756,1787.594,97.6
757,1789.894,99.0
758,1792.193,99.2
759,1794.492,97.6
760,1796.789,98.6
761,1799.086,98.6
762,1801.382,98.4
763,1803.677,98.0
764,1805.971,97.8
765,1808.265,98.8
766,1810.557,98.6
767,1812.849,98.8
768,1815.140,98.2
769,1817.430,98.6
770,1819.719,98.0
771,1822.007,98.8
772,1824.295,98.4
773,1826.581,98.0
774,1828.867,97.6
775,1831.152,97.8
776,1833.436,97.4
777,1835.719,98.2
778,1838.002,98.2
779,1840.283,98.4
780,1842.564,97.8
781,1844.844,98.0
782,1847.123,97.8
783,1849.401,97.6
784,1851.678,98.8
785,1853.955,98.6
786,1856.231,98.6
787,1858.506,97.8
788,1860.780,98.0
789,1863.053,98.0
790,1865.325,99.2
791,1867.597,98.8
792,1869.867,99.4
793,1872.137,98.2
794,1874.406,98.8
795,1876.674,98.0
796,1878.941,97.0
797,1881.208,98.4
798,1883.473,99.0
799,1885.738,98.2
800,1888.002,98.6
801,1890.265,97.6
802,1892.528,98.2
803,1894.789,98.6
804,1897.050,98.4
805,1899.310,99.0
806,1901.569,98.4
807,1903.827,98.8
808,1906.084,97.6
809,1908.340,98.0
810,1910.596,98.2
811,1912.851,98.8
812,1915.105,98.6
813,1917.358,97.8
814,1919.610,98.4
815,1921.862,98.8
816,1924.113,98.8
817,1926.362,98.4
818,1928.611,97.6
819,1930.860,98.4
820,1933.107,98.0
821,1935.353,98.0
822,1937.599,98.4
823,1939.844,98.4
824,1942.088,98.4
825,1944.331,98.2
826,1946.574,98.2
827,1948.815,97.4
828,1951.056,98.8
829,1953.296,98.2
830,1955.535,98.4
831,1957.773,97.6
832,1960.011,97.6
833,1962.248,97.6
834,1964.483,98.6
835,1966.718,97.8
836,1968.953,99.0
837,1971.186,97.6
838,1973.418,98.4
839,1975.650,98.0
840,1977.881,98.6
841,1980.111,98.0
842,1982.340,99.0
843,1984.569,97.8
844,1986.797,97.8
845,1989.023,98.2
846,1991.249,97.4
847,1993.474,98.4
848,1995.699,98.6
849,1997.922,98.4
850,2000.145,98.2
851,2002.367,98.4
852,2004.588,98.6
853,2006.808,99.4
854,2009.028,98.0
855,2011.246,97.8
856,2013.464,98.6
857,2015.681,98.2
858,2017.898,96.6
859,2020.113,98.2
860,2022.328,98.2
861,2024.541,97.6
862,2026.754,98.0
863,2028.966,98.2
864,2031.178,99.4
865,2033.388,98.0
866,2035.598,99.0
867,2037.807,97.2
868,2040.015,98.6
869,2042.222,98.4
870,2044.429,98.8
871,2046.634,99.0
872,2048.839,98.6
873,2051.043,97.8
874,2053.247,99.0
875,2055.449,97.4
876,2057.651,98.8
877,2059.851,99.0
878,2062.052,98.2
879,2064.251,99.0
880,2066.449,98.2
881,2068.647,98.6
882,2070.844,97.8
883,2073.040,98.4
884,2075.235,98.2
885,2077.429,99.0
886,2079.623,98.4
887,2081.815,98.6
888,2084.007,98.2
889,2086.199,99.0
890,2088.389,97.8
891,2090.579,98.4
892,2092.767,98.8
893,2094.955,97.8
894,2097.143,98.8
895,2099.329,97.8
896,2101.514,98.2
897,2103.699,98.4
898,2105.883,98.6
899,2108.066,98.8
900,2110.249,98.4
901,2112.430,98.6
902,2114.611,99.0
903,2116.791,98.8
904,2118.970,97.6
905,2121.149,98.4
906,2123.326,98.2
907,2125.503,98.2
908,2127.679,98.4
909,2129.854,99.0
910,2132.029,98.6
911,2134.202,97.2
912,2136.375,98.2
913,2138.547,98.6
914,2140.718,97.6
915,2142.889,98.0
916,2145.058,97.6
917,2147.227,97.6
918,2149.395,99.2
919,2151.563,96.8
920,2153.729,98.4
921,2155.895,98.2
922,2158.060,98.2
923,2160.224,97.8
924,2162.387,98.4
925,2164.550,98.0
926,2166.711,97.2
927,2168.872,98.0
928,2171.033,98.4
929,2173.192,98.4
930,2175.351,98.4
931,2177.508,98.4
932,2179.665,98.4
933,2181.822,98.2
934,2183.977,99.2
935,2186.132,98.6
936,2188.285,97.8
937,2190.439,98.0
938,2192.591,97.8
939,2194.742,98.6
940,2196.893,97.4
941,2199.043,98.0
942,2201.192,98.2
943,2203.341,98.2
944,2205.488,98.0
945,2207.635,97.6
946,2209.781,98.8
947,2211.926,98.2
948,2214.071,98.4
949,2216.214,98.2
950,2218.357,98.2
951,2220.499,97.4
952,2222.641,98.2
953,2224.781,97.4
954,2226.921,98.2
955,2229.060,98.4
956,2231.198,98.6
957,2233.336,98.6
958,2235.472,98.6
959,2237.608,98.4
960,2239.743,98.6
961,2241.878,98.2
962,2244.011,98.4
963,2246.144,98.4
964,2248.276,99.0
965,2250.407,98.4
966,2252.538,98.4
967,2254.667,99.0
968,2256.796,98.4
969,2258.924,98.4
970,2261.052,97.8
971,2263.178,99.2
972,2265.304,99.0
973,2267.429,98.0
974,2269.553,98.2
975,2271.677,98.4
976,2273.800,98.4
977,2275.921,98.2
978,2278.043,98.2
979,2280.163,98.2
980,2282.283,98.4
981,2284.401,98.2
982,2286.520,97.8
983,2288.637,98.2
984,2290.753,98.0
985,2292.869,98.4
986,2294.984,97.6
987,2297.098,97.6
988,2299.212,97.4
989,2301.325,97.8
990,2303.437,97.4
991,2305.548,98.8
992,2307.658,99.0
993,2309.768,98.4
994,2311.877,99.0
995,2313.985,99.2
996,2316.092,98.0
997,2318.199,97.6
998,2320.304,98.8
999,2322.409,98.8
1000,2324.514,97.8
1001,2326.617,98.2
1002,2328.720,98.2
1003,2330.822,97.4
1004,2332.923,98.6
1005,2335.024,98.2
1006,2337.123,98.6
1007,2339.222,97.6
1008,2341.320,97.8
1009,2343.418,98.2
1010,2345.514,98.8
1011,2347.610,97.6
1012,2349.705,98.0
1013,2351.800,98.2
1014,2353.893,99.0
1015,2355.986,98.6
1016,2358.078,98.2
1017,2360.170,98.0
1018,2362.260,98.4
1019,2364.350,98.8
1020,2366.439,98.0
1021,2368.527,99.0
1022,2370.615,98.0
1023,2372.702,98.8
